"노선
번호","지 점
번 호",조사 위치,,,,구    간,이정 (km),"연장
(km)","차
로
수","시
간",2018,2019,2020,2021,계,승용차,버스,소형 화물차,,중형 화물차,,,대형 화물차,,,,
,,도,시/군,구/면,동/리,,,,,,,,,,,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종
,10027,경기,고양,덕양,주교,고양JCT ~ 고양IC,62.9~65.9,3.0 ,8,수,"139,853 ","144,589 ","147,078 ","149,953 ","143,613 ","106,701 ","4,128 ","16,610 ","7,142 ","3,392 ","2,239 ","1,210 ",121 ,35 ,"1,911 ",62 ,62 
,10026,경기,고양,일산동,산황,고양IC ~ 일산IC,65.9~69.2,3.3 ,8,수,"150,609 ","155,888 ","161,999 ","152,125 ","141,900 ","99,850 ","4,136 ","18,948 ","7,191 ","5,622 ","2,075 ","1,636 ",102 ,238 ,"1,931 ",164 ,7 
수도권제1순환선(남부),일산 - 노오지,,,,,,,9.0 ,,12,"131,341 ","142,815 ","136,580 ","134,971 ","142,138 ","107,880 ","1,205 ","20,386 ","5,040 ","2,957 ","1,723 ","1,505 ",30 ,3 ,"1,135 ",16 ,258 
,,,,,,,,,,24,"187,771 ","202,591 ","193,561 ","189,686 ","199,804 ","154,132 ","1,742 ","26,459 ","6,313 ","4,322 ","2,549 ","2,119 ",32 ,4 ,"1,811 ",21 ,300 
,10025,경기,고양,덕양,내곡,일산IC ~ 자유로JCT,69.2~71.4,2.2 ,10,수*,"182,571 ","203,454 ","189,032 ","188,971 ","200,617 ","156,698 ","2,087 ","25,668 ","5,377 ","3,875 ","2,715 ","2,116 ",34 ,5 ,"1,739 ",15 ,288 
,10024,경기,고양,덕양,토당,자유로JCT ~ 김포IC,71.4~74.5,3.1 ,8,수*,"191,014 ","206,940 ","201,740 ","189,935 ","199,575 ","153,288 ","1,630 ","26,748 ","6,627 ","4,465 ","2,495 ","2,127 ",32 ,3 ,"1,832 ",23 ,305 
,10023,경기,김포,고촌,신곡,김포IC ~ 노오지JCT,74.5~78.2,3.7 ,8,수*,"188,135 ","198,543 ","189,513 ","189,891 ","199,515 ","153,314 ","1,630 ","26,687 ","6,606 ","4,467 ","2,496 ","2,115 ",32 ,5 ,"1,837 ",22 ,304 
,노오지 - 서운,,,,,,,5.3 ,,12,"128,900 ","130,881 ","126,577 ","139,863 ","144,553 ","107,029 ",836 ,"22,118 ","6,348 ","3,566 ","1,485 ","1,534 ",30 ,1 ,"1,307 ",20 ,279 
,,,,,,,,,,24,"193,132 ","195,712 ","188,550 ","203,853 ","207,037 ","156,540 ","1,236 ","28,945 ","8,138 ","5,230 ","2,362 ","2,194 ",30 ,1 ,"2,002 ",27 ,332 
,10022,인천,,계양,귤현,노오지JCT ~ 계양IC,78.2~81.3,3.1 ,8*,수*,"173,747 ","181,537 ","170,514 ","196,362 ","199,915 ","150,977 ","1,200 ","28,005 ","7,879 ","5,075 ","2,305 ","2,147 ",28 ,1 ,"1,951 ",26 ,321 
,10021,인천,,계양,병방,계양IC ~ 서운JCT,81.3~83.5,2.2 ,8,수*,"218,413 ","214,199 ","212,076 ","213,622 ","217,073 ","164,378 ","1,287 ","30,270 ","8,502 ","5,448 ","2,443 ","2,261 ",33 ,1 ,"2,074 ",28 ,348 
,서운 - 안현,,,,,,,13.4 ,,12,"136,653 ","131,784 ","123,459 ","130,452 ","143,811 ","105,902 ","1,491 ","23,930 ","4,636 ","3,662 ","2,146 ","1,133 ",5 ,-   ,826 ,-   ,80 
,,,,,,,,,,24,"211,591 ","203,395 ","192,137 ","194,558 ","212,713 ","162,312 ","2,254 ","28,709 ","6,646 ","6,633 ","2,827 ","1,805 ",23 ,-   ,"1,393 ",3 ,108 
,10020,인천,,부평,서운,서운JCT ~ 중동IC,83.5~85.6,2.1 ,8*,수*,"246,657 ","270,418 ","253,490 ","246,659 ","273,766 ","208,957 ","2,888 ","36,941 ","8,542 ","8,518 ","3,636 ","2,316 ",29 ,-   ,"1,793 ",4 ,142 
,10019,경기,부천,원미,중동,중동IC ~ 송내IC,85.6~87.6,2.0 ,8*,수*,"239,874 ","222,258 ","211,004 ","239,152 ","267,009 ","203,807 ","2,815 ","36,029 ","8,327 ","8,308 ","3,546 ","2,256 ",29 ,-   ,"1,749 ",4 ,139 
,10018,경기,부천,소사,송내,송내IC ~ 장수IC,87.6~90,2.4 ,8,수*,"276,105 ","244,900 ","230,823 ","224,507 ","254,355 ","194,148 ","2,684 ","34,325 ","7,933 ","7,916 ","3,376 ","2,146 ",28 ,-   ,"1,665 ",4 ,130 
,10017,인천,,부평,구산,장수IC ~ 시흥IC,90~94.2,4.2 ,8,수*,"176,641 ","165,366 ","155,771 ","148,636 ","164,212 ","125,282 ","1,743 ","22,030 ","5,151 ","5,195 ","2,194 ","1,417 ",19 ,-   ,"1,095 ",3 ,83 
,10016,경기,시흥,,대야,시흥IC ~ 안현JCT,94.2~96.9,2.7 ,8,수*,"160,389 ","159,556 ","152,620 ","165,807 ","163,444 ","124,601 ","1,759 ","22,280 ","5,107 ","5,021 ","2,161 ","1,374 ",18 ,-   ,"1,040 ",3 ,80 
수도권제1순환선(남부),안현 - 판교,,,,,,,30.3 ,,12,"118,328 ","114,876 ","108,069 ","113,811 ","122,409 ","98,038 ","1,923 ","15,153 ","2,974 ","2,135 ",906 ,660 ,17 ,3 ,507 ,12 ,81 
,,,,,,,,,,24,"167,085 ","160,942 ","152,474 ","158,659 ","171,545 ","138,356 ","2,828 ","19,393 ","4,333 ","3,288 ","1,314 ","1,041 ",23 ,3 ,843 ,18 ,105 
,10015,경기,시흥,,안현,안현JCT ~ 도리JCT,96.9~101.7,4.8 ,8,수*,"162,691 ","149,145 ","142,884 ","146,011 ","157,450 ","124,864 ","2,384 ","18,787 ","4,278 ","3,660 ","1,426 ","1,066 ",18 ,2 ,869 ,12 ,84 
,10015-1,경기,시흥,,조남,도리JCT ~ 조남JCT,101.7~106.1,4.4 ,8*,수*,"187,266 ","170,380 ","162,491 ","166,532 ","182,174 ","144,504 ","2,760 ","21,735 ","4,937 ","4,206 ","1,657 ","1,234 ",25 ,3 ,"1,000 ",15 ,98 
,10014,경기,안양,,안양,조남JCT ~ 산본IC,106.1~111.4,5.3 ,8,수*,"161,485 ","162,162 ","154,501 ","158,119 ","183,720 ","150,467 ","3,545 ","19,507 ","4,351 ","2,886 ","1,015 ",955 ,29 ,3 ,830 ,24 ,108 
,10013,경기,군포,,산본,산본IC ~ 평촌IC,111.4~115.5,4.1 ,8,수*,"151,164 ","151,083 ","136,274 ","139,302 ","160,329 ","131,026 ","3,089 ","17,110 ","3,865 ","2,569 ",911 ,856 ,29 ,3 ,748 ,22 ,101 
,10012,경기,안양,,평촌,평촌IC ~ 학의JCT,115.5~118.4,2.9 ,8*,수*,"162,913 ","157,881 ","153,431 ","167,282 ","181,207 ","148,606 ","3,511 ","19,105 ","4,258 ","2,829 ",991 ,929 ,29 ,3 ,816 ,24 ,106 
,10011,경기,의왕,,학의,학의JCT ~ 판교JCT,118.4~127.2,8.8 ,8*,수*,"171,558 ","167,522 ","158,708 ","168,128 ","168,626 ","135,383 ","2,327 ","19,642 ","4,294 ","3,354 ","1,556 ","1,106 ",15 ,2 ,810 ,16 ,121 
남해제1지선,산인 - 내서,,,,,,,4.3 ,,12,"29,517 ","28,775 ","28,406 ","28,060 ","34,368 ","27,010 ",820 ,"3,849 ",978 ,606 ,418 ,325 ,25 ,-   ,200 ,7 ,130 
,,,,,,,,,,24,"36,395 ","34,957 ","33,962 ","33,367 ","41,258 ","32,424 ",985 ,"4,621 ","1,174 ",727 ,502 ,390 ,30 ,-   ,241 ,8 ,156 
,10204,경남,함안,산인,신산,산인JCT ~ 내서JCT,0~4.3,4.3 ,4,상,"36,395 ","34,957 ","33,962 ","33,367 ","41,263 ","32,429 ",985 ,"4,621 ","1,174 ",727 ,502 ,390 ,30 ,-   ,241 ,8 ,156 
,내서 - 창원,,,,,,,13.6 ,,12,"45,845 ","42,044 ","41,673 ","46,863 ","46,611 ","34,406 ",964 ,"5,591 ","1,738 ","1,413 ",683 ,809 ,31 ,4 ,767 ,6 ,199 
,,,,,,,,,,24,"57,456 ","51,996 ","50,674 ","56,705 ","57,342 ","42,154 ","1,167 ","6,513 ","2,148 ","1,912 ",875 ,"1,037 ",33 ,4 ,"1,060 ",9 ,430 
,10205,경남,창원,마산회원,중,내서JCT ~ 서마산IC,4.3~9.7,5.4 ,4*,수*,"64,361 ","54,802 ","52,982 ","65,226 ","65,428 ","48,152 ","1,318 ","7,426 ","2,453 ","2,157 ",990 ,"1,166 ",40 ,5 ,"1,214 ",10 ,497 
,10206,경남,창원,마산회원,회성,서마산IC ~ 동마산IC,9.7~13.4,3.7 ,4*,수*,"64,766 ","59,027 ","57,136 ","55,939 ","59,505 ","43,695 ","1,213 ","6,747 ","2,234 ","1,999 ",915 ,"1,086 ",35 ,5 ,"1,107 ",13 ,456 
,10207,경남,창원,마산회원,구암,동마산IC ~ 창원JCT,13.4~17.9,4.5 ,4,수*,"43,155 ","42,847 ","42,594 ","47,104 ","45,862 ","33,690 ",948 ,"5,226 ","1,710 ","1,545 ",704 ,842 ,24 ,3 ,837 ,5 ,328 
남해제2지선,냉정 - 사상,,,,,,,20.2 ,,12,"58,138 ","57,682 ","56,188 ","56,374 ","54,113 ","38,466 ",988 ,"6,482 ","2,288 ","2,101 ",908 ,"1,257 ",29 ,5 ,"1,268 ",6 ,315 
,,,,,,,,,,24,"79,677 ","78,325 ","75,185 ","75,799 ","74,505 ","52,407 ","1,353 ","8,343 ","3,203 ","3,208 ","1,291 ","1,731 ",32 ,6 ,"2,049 ",12 ,870 
,10401,경남,김해,장유,유하,냉정JCT ~ 장유IC,0~3.3,3.3 ,6,상*,"53,768 ","59,908 ","62,354 ","67,370 ","66,723 ","47,205 ","1,229 ","7,458 ","2,824 ","2,828 ","1,137 ","1,513 ",28 ,5 ,"1,772 ",10 ,714 
,10402,경남,김해,장유,단,장유IC ~ 가락IC,3.3~12.8,9.5 ,8,수*,"65,105 ","64,322 ","61,212 ","60,213 ","57,965 ","40,806 ","1,051 ","6,546 ","2,487 ","2,467 ",994 ,"1,344 ",27 ,5 ,"1,582 ",10 ,646 
,10403,부산,,강서,봉림,가락IC ~ 서부산IC,12.8~18,5.2 ,8,수*,"100,011 ","94,751 ","90,598 ","88,913 ","88,065 ","61,802 ","1,595 ","9,803 ","3,811 ","3,843 ","1,545 ","2,065 ",34 ,5 ,"2,459 ",14 ,"1,089 "
,10404,부산,,강서,대저2,서부산IC ~ 사상IC,18~20.2,2.2 ,8,수*,"134,989 ","128,972 ","120,306 ","126,754 ","125,545 ","88,098 ","2,274 ","13,975 ","5,427 ","5,480 ","2,205 ","2,944 ",53 ,10 ,"3,508 ",21 ,"1,550 "
부산항신항선,신항 - 남진례,,,,,,,15.2 ,,12,"14,124 ","15,281 ","16,793 ","18,820 ","19,455 ","5,064 ",756 ,302 ,683 ,"2,571 ","1,931 ","2,462 ","1,040 ",-   ,"2,663 ",15 ,"1,968 "
,,,,,,,,,,24,"18,680 ","20,241 ","22,011 ","24,870 ","25,321 ","6,593 ",984 ,395 ,888 ,"3,346 ","2,513 ","3,204 ","1,353 ",-   ,"3,467 ",15 ,"2,563 "
,10501,경남,창원,진해,소사,신항교차로 ~ 진해영업소,0~5.7,5.7 ,4,수,"9,681 ","10,280 ","11,133 ","12,723 ","13,076 ","3,407 ",510 ,204 ,455 ,"1,728 ","1,298 ","1,658 ",699 ,-   ,"1,791 ",-   ,"1,326 "
,10502,경남,김해,,관동,진해영업소 ~ 대청IC,5.7~10.5,4.8 ,4,수,"28,363 ","30,863 ","34,590 ","37,959 ","38,923 ","10,136 ","1,514 ",606 ,"1,370 ","5,141 ","3,864 ","4,924 ","2,079 ",-   ,"5,326 ",25 ,"3,938 "
,10503,경남,김해,진례,산본,대청IC ~ 남진례IC,10.5~15.2,4.7 ,4,수,"19,706 ","21,474 ","22,363 ","26,236 ","26,279 ","6,838 ","1,019 ",410 ,922 ,"3,474 ","2,606 ","3,323 ","1,405 ",-   ,"3,600 ",23 ,"2,659 "
제2경인선(인천대교),인천공항 - 학익,,,,,,,21.4 ,,12,"37,081 ","40,306 ","31,815 ","35,619 ","42,751 ","31,733 ","2,957 ","5,058 ","1,426 ","1,092 ",213 ,73 ,31 ,15 ,103 ,29 ,21 
,,,,,,,,,,24,"52,740 ","57,125 ","42,520 ","47,332 ","57,699 ","43,799 ","4,035 ","5,976 ","1,808 ","1,409 ",283 ,112 ,49 ,15 ,136 ,31 ,46 
,11000,경기,인천,중,운남,공항신도시JCT ~ 학익JCT,0~21.4,21.4 ,6,수,"52,740 ","57,125 ","42,520 ","47,332 ","57,699 ","43,799 ","4,035 ","5,976 ","1,808 ","1,409 ",283 ,112 ,49 ,15 ,136 ,31 ,46 
제2경인선,인천 - 서창,,,,,,,9.8 ,,12,"84,998 ","85,926 ","85,843 ","85,935 ","104,914 ","62,390 ",440 ,"17,657 ","5,925 ","5,866 ","2,727 ","6,111 ",-   ,-   ,"2,671 ",60 ,"1,067 "
,,,,,,,,,,24,"125,092 ","126,731 ","123,833 ","124,214 ","136,323 ","83,561 ",707 ,"20,942 ","7,078 ","7,566 ","3,709 ","7,638 ",-   ,-   ,"3,766 ",79 ,"1,277 "
,11001,인천,,남,용현,인천시점IC ~ 학익JCT,0~1.8,1.8 ,6,수*,"69,310 ","69,063 ","63,934 ","58,957 ","55,305 ","34,115 ",314 ,"8,267 ","2,817 ","3,089 ","1,528 ","3,053 ",-   ,-   ,"1,588 ",38 ,496 
,11001-1,인천,,남,학익,학익JCT ~ 문학IC,1.8~4.1,2.3 ,6,수*,"81,389 ","80,755 ","79,341 ","88,517 ","100,020 ","62,159 ",559 ,"14,722 ","4,981 ","5,540 ","2,744 ","5,510 ",-   ,-   ,"2,834 ",54 ,917 
,11002,인천,,남,문학,문학IC ~ 남동IC,4.1~7.5,3.4 ,6,수*,"132,794 ","126,479 ","125,337 ","120,266 ","135,895 ","84,870 ",779 ,"19,755 ","6,703 ","7,475 ","3,736 ","7,416 ",-   ,-   ,"3,865 ",77 ,"1,219 "
,11003,인천,,남동,남촌,남동IC ~ 서창JCT,7.5~9.8,2.3 ,8,수*,"201,066 ","218,215 ","214,073 ","217,805 ","236,666 ","141,725 ","1,057 ","38,835 ","13,063 ","13,231 ","6,340 ","13,684 ",-   ,-   ,"6,258 ",138 ,"2,335 "
,서창 - 안현,,,,,,,7.2 ,,12,"67,487 ","72,797 ","69,640 ","67,489 ","75,392 ","55,029 ",460 ,"10,781 ","2,525 ","2,133 ","1,351 ","1,932 ",12 ,-   ,835 ,32 ,302 
,,,,,,,,,,24,"96,284 ","105,047 ","99,128 ","93,093 ","105,963 ","79,123 ",768 ,"13,623 ","3,226 ","3,019 ","1,882 ","2,559 ",12 ,-   ,"1,331 ",39 ,381 
,11004,인천,,남동,서창,서창JCT ~ 신천IC,9.8~13.6,3.8 ,6,수*,"82,743 ","85,471 ","82,954 ","77,943 ","86,723 ","64,645 ",624 ,"11,217 ","2,654 ","2,480 ","1,552 ","2,106 ",8 ,-   ,"1,094 ",28 ,315 
,11005,경기,시흥,,방산,신천IC ~ 안현JCT,13.6~17,3.4 ,6,수*,"111,418 ","126,927 ","117,150 ","109,974 ","127,467 ","95,305 ",928 ,"16,311 ","3,866 ","3,621 ","2,251 ","3,066 ",16 ,1 ,"1,596 ",52 ,454 
제2경인선,안현 - 석수,,,,,,,8.5 ,,12,"91,688 ","93,657 ","88,130 ","91,436 ","102,213 ","82,347 ",744 ,"13,337 ","2,081 ","1,341 ","1,360 ",652 ,25 ,1 ,249 ,35 ,41 
,,,,,,,,,,24,"133,887 ","135,386 ","126,977 ","131,219 ","150,068 ","122,896 ","1,254 ","17,660 ","2,855 ","2,028 ","1,888 ",857 ,26 ,1 ,518 ,39 ,46 
,11006,경기,시흥,,안현,안현JCT ~ 광명IC,17~20.1,3.1 ,6,수*,"134,764 ","132,367 ","126,394 ","137,325 ","156,968 ","128,329 ","1,325 ","18,560 ","3,042 ","2,057 ","2,031 ",935 ,29 ,1 ,569 ,42 ,48 
,11007,경기,광명,,노온사,광명IC ~ 일직JCT,20.1~24.4,4.3 ,6,수*,"131,536 ","135,289 ","125,057 ","128,204 ","146,542 ","119,887 ","1,249 ","17,226 ","2,828 ","1,932 ","1,897 ",861 ,28 ,1 ,544 ,42 ,47 
,11008,경기,광명,,일직,일직JCT ~ 석수IC,24.4~25.5,1.1 ,6,수*,"141,593 ","144,868 ","136,491 ","126,340 ","144,412 ","119,346 ","1,075 ","16,821 ","2,436 ","2,324 ","1,448 ",625 ,12 ,4 ,269 ,17 ,35 
제2경인선(안양성남),석수 - 여수대로,,,,,,,21.9 ,,12,"52,266 ","53,715 ","53,452 ","54,884 ","53,135 ","40,960 ",361 ,"6,980 ","1,992 ","1,310 ",801 ,259 ,102 ,-   ,235 ,52 ,83 
,,,,,,,,,,24,"71,016 ","73,918 ","73,750 ","74,406 ","73,392 ","56,580 ",499 ,"9,640 ","2,750 ","1,810 ","1,106 ",359 ,138 ,-   ,326 ,70 ,114 
,11009,경기,안양,만안,석수,석수IC ~ 삼막IC,0~1.2,1.2 ,6,수,"82,391 ","84,329 ","85,462 ","87,730 ","86,378 ","66,602 ",587 ,"11,355 ","3,240 ","2,117 ","1,293 ",418 ,164 ,-   ,389 ,83 ,130 
,11010,경기,안양,동안,비산,삼막IC ~ 북의왕IC,1.2~9.6,8.4 ,6,수,"82,427 ","86,676 ","85,975 ","87,886 ","86,865 ","66,969 ",587 ,"11,400 ","3,256 ","2,150 ","1,312 ",425 ,161 ,-   ,386 ,83 ,136 
,11011,경기,의왕,,청계,북의왕IC ~ 북청계IC,9.6~10.8,1.2 ,6,수,"83,980 ","86,964 ","87,617 ","89,739 ","88,606 ","68,334 ",603 ,"11,669 ","3,320 ","2,153 ","1,320 ",422 ,168 ,-   ,397 ,83 ,137 
,11012,경기,의왕,,청계,북청계IC ~ 동판교IC,10.8~20.2,9.4 ,4,수,"62,766 ","64,801 ","64,860 ","64,131 ","63,130 ","48,662 ",431 ,"8,292 ","2,363 ","1,561 ",955 ,310 ,121 ,-   ,278 ,59 ,98 
,11013,경기,성남,수정,시흥,동판교IC ~ 여수대로IC,20.2~21.9,1.7 ,4,수,"43,071 ","44,751 ","44,443 ","44,381 ","43,649 ","33,653 ",301 ,"5,757 ","1,636 ","1,043 ",645 ,212 ,85 ,-   ,206 ,45 ,66 
경인선,서인천 - 서운,,,,,,,6.9 ,,12,"112,073 ","119,907 ","116,021 ","126,333 ","136,867 ","110,683 ",917 ,"17,756 ","2,561 ","2,609 ","1,407 ",641 ,21 ,10 ,192 ,28 ,42 
,,,,,,,,,,24,"163,963 ","176,294 ","169,807 ","185,687 ","202,011 ","166,862 ","1,486 ","23,569 ","3,435 ","3,255 ","2,035 ",872 ,22 ,11 ,380 ,32 ,52 
,12004,인천,,서,가정,서인천IC ~ 부평IC,0~3.8,3.8 ,8,수*,"181,479 ","191,755 ","185,001 ","208,223 ","221,395 ","182,907 ","1,623 ","25,788 ","3,765 ","3,570 ","2,235 ",958 ,25 ,12 ,417 ,36 ,59 
,12005,인천,,계양,작전,부평IC ~ 서운JCT,3.8~6.9,3.1 ,8,수*,"142,494 ","157,339 ","151,181 ","158,065 ","178,250 ","147,193 ","1,317 ","20,850 ","3,031 ","2,869 ","1,789 ",767 ,19 ,10 ,334 ,28 ,43 
,서운 - 신월,,,,,,,6.6 ,,12,"109,569 ","107,934 ","101,109 ","112,857 ","107,709 ","87,522 ",665 ,"13,859 ","1,782 ","2,777 ",753 ,294 ,-   ,10 ,28 ,1 ,18 
,,,,,,,,,,24,"173,768 ","173,991 ","162,175 ","174,780 ","186,091 ","156,337 ","1,230 ","20,411 ","2,650 ","3,294 ","1,476 ",525 ,2 ,11 ,123 ,2 ,30 
,12006,인천,,계양,서운,서운JCT ~ 부천IC,6.9~8.6,1.7 ,8,수*,"167,484 ","172,530 ","159,895 ","165,930 ","176,672 ","148,422 ","1,166 ","19,379 ","2,518 ","3,124 ","1,402 ",498 ,2 ,11 ,119 ,2 ,29 
,12007,경기,부천,오정,내,부천IC ~ 신월IC,8.6~13.5,4.9 ,8,수*,"175,949 ","174,495 ","162,967 ","177,848 ","189,361 ","159,083 ","1,252 ","20,769 ","2,696 ","3,353 ","1,502 ",535 ,2 ,11 ,125 ,2 ,31 
인천국제공항선,인천공항 - 북로,,,,,,,36.5 ,,12,"48,243 ","49,902 ","33,651 ","35,208 ","48,058 ","38,990 ","1,218 ","4,541 ","1,241 ",936 ,849 ,126 ,-   ,-   ,126 ,-   ,31 
,,,,,,,,,,24,"70,147 ","72,789 ","46,151 ","48,034 ","66,277 ","53,775 ","1,678 ","6,264 ","1,712 ","1,291 ","1,170 ",174 ,-   ,-   ,174 ,-   ,39 
,13001,인천,,중,운서,인천공항 ~ 공항신도시JCT,0~1.6,1.6 ,8,수,"73,971 ","74,755 ","31,748 ","33,791 ","51,687 ","41,501 ","3,594 ","3,598 ","1,744 ",812 ,261 ,29 ,-   ,-   ,119 ,-   ,29 
,13001-1,인천,,중,운서,공항신도시JCT ~ 공항입구JCT,1.6~4.6,3.0 ,8,수,"49,632 ","49,892 ","25,230 ","26,405 ","37,636 ","30,740 ","1,626 ","3,339 ",941 ,705 ,259 ,25 ,-   ,-   ,1 ,-   ,-   
,13001-2,인천,,중,운북,공항입구JCT ~ 금산IC,4.6~5.9,1.3 ,8,수,-     ,-     ,"42,847 ","45,717 ","64,550 ","53,408 ","2,040 ","5,235 ","1,512 ","1,413 ",763 ,70 ,-   ,-   ,71 ,-   ,38 
,13002,인천,,중,중산,금산IC ~ 북인천IC,5.9~15.7,9.8 ,8,수,"87,276 ","93,545 ","62,128 ","59,605 ","87,610 ","71,135 ","2,388 ","7,544 ","1,848 ","2,722 ","1,721 ",105 ,-   ,-   ,114 ,-   ,33 
,13003,인천,,서,경서,북인천IC ~ 청라IC,15.7~20.3,4.6 ,8,수,"48,819 ","54,472 ","26,094 ","30,506 ","45,645 ","39,095 ","1,309 ","3,510 ","1,014 ",244 ,376 ,-   ,-   ,-   ,69 ,-   ,28 
,13003-1,인천,,서,시천,청라IC ~ 노오지JCT,20.3~28.2,7.9 ,8,수,"86,431 ","87,887 ","63,197 ","67,232 ","84,384 ","67,225 ","1,461 ","9,452 ","2,867 ","1,074 ","1,740 ",193 ,-   ,-   ,313 ,-   ,59 
,13004,인천,,계양,상야,노오지JCT ~ 김포공항IC,28.2~32,3.8 ,6,수,"60,216 ","61,086 ","41,020 ","44,327 ","58,958 ","47,982 ","1,125 ","5,807 ","1,387 ",752 ,"1,142 ",441 ,-   ,-   ,266 ,-   ,56 
,13005,서울,,강서,개화,김포공항IC ~ 88JCT,32~34.2,2.2 ,6,수,"49,907 ","49,994 ","33,609 ","36,971 ","49,537 ","40,132 ",827 ,"4,977 ","1,079 ",694 ,"1,072 ",449 ,-   ,-   ,259 ,-   ,48 
,13005-1,경기,고양,덕양,강매,88JCT ~ 북로JCT,34.2~36.5,2.3 ,6,수,"26,230 ","27,039 ","19,278 ","23,975 ","31,049 ","24,387 ",397 ,"3,603 ",800 ,521 ,651 ,397 ,-   ,-   ,247 ,-   ,46 
서천공주선,동서천 - 서공주,,,,,,,61.4 ,,12,"13,461 ","14,649 ","14,662 ","15,542 ","16,500 ","11,780 ",437 ,"1,739 ",668 ,762 ,710 ,143 ,9 ,-   ,218 ,1 ,33 
,,,,,,,,,,24,"17,794 ","19,227 ","19,140 ","20,667 ","21,992 ","15,505 ",536 ,"2,270 ","1,110 ","1,115 ",923 ,162 ,29 ,-   ,298 ,1 ,43 
,15101,충남,서천,화양,옥포,동서천IC ~ 동서천JCT,0~2.2,2.2 ,4,수*,"2,332 ","2,917 ","2,892 ","3,036 ","3,690 ","2,589 ",91 ,386 ,183 ,195 ,163 ,26 ,3 ,-   ,50 ,-   ,4 
,15102,충남,서천,화양,추동,동서천JCT ~ 서부여IC,2.2~22.8,20.6 ,4,수*,"15,331 ","20,959 ","21,086 ","21,847 ","20,122 ","14,157 ",495 ,"2,072 ","1,022 ","1,030 ",856 ,145 ,27 ,-   ,277 ,1 ,40 
,15103,충남,부여,홍산,무정,서부여IC ~ 부여IC,22.8~31.7,8.9 ,4,수*,"17,043 ","17,174 ","16,842 ","20,344 ","21,790 ","15,365 ",532 ,"2,246 ","1,094 ","1,108 ",913 ,161 ,28 ,-   ,298 ,1 ,44 
,15104,충남,부여,은산,신대,부여IC ~ 청양IC,31.7~44.1,12.4 ,4,수*,"19,577 ","19,344 ","19,437 ","20,552 ","23,905 ","16,858 ",580 ,"2,473 ","1,210 ","1,206 ","1,003 ",176 ,31 ,-   ,321 ,2 ,45 
,15105,충남,청양,청남,지곡,청양IC ~ 서공주IC,44.1~57.8,13.7 ,4,수*,"21,928 ","19,742 ","19,617 ","21,351 ","24,776 ","17,497 ",598 ,"2,558 ","1,247 ","1,249 ","1,027 ",185 ,32 ,-   ,333 ,2 ,48 
,15106,충남,공주,우성,대성,서공주IC ~ 서공주JCT,57.8~61.4,3.6 ,4,상,"21,286 ","21,963 ","20,776 ","23,293 ","27,184 ","19,212 ",664 ,"2,821 ","1,352 ","1,359 ","1,117 ",207 ,32 ,-   ,365 ,1 ,54 
평택시흥선,서평택 - 군자,,,,,,,42.6 ,,12,"48,554 ","48,092 ","48,131 ","49,365 ","49,432 ","25,222 ",738 ,"8,757 ","2,522 ","5,050 ","1,840 ","2,685 ",45 ,-   ,"1,940 ",28 ,605 
,,,,,,,,,,24,"65,724 ","64,632 ","65,300 ","67,437 ","67,473 ","35,244 ","1,006 ","10,558 ","3,181 ","7,442 ","2,568 ","3,735 ",58 ,-   ,"2,937 ",46 ,698 
,15301,경기,화성,장안,독정,서평택JCT ~ 조암IC,0~9.8,9.8 ,4,수,"57,973 ","55,688 ","58,029 ","57,177 ","58,194 ","28,643 ",952 ,"9,703 ","2,326 ","7,513 ","2,041 ","3,415 ",29 ,-   ,"2,708 ",63 ,801 
,15302,경기,화성,우정,주곡,조암IC ~ 마도JCT,9.8~18.6,8.8 ,4,수,"65,109 ","63,388 ","64,046 ","62,668 ","63,091 ","31,268 ",907 ,"9,494 ","3,795 ","7,833 ","1,899 ","4,075 ",68 ,1 ,"2,890 ",55 ,806 
,15302-1,경기,화성,마도,석교,마도JCT ~ 송산마도IC,18.6~21.5,2.9 ,4,수,-     ,-     ,-     ,"73,893 ","75,206 ","39,382 ","1,089 ","11,888 ","4,464 ","6,725 ","2,790 ","4,863 ",40 ,-   ,"3,681 ",32 ,252 
,15303,경기,화성,송산,고정,송산마도IC ~ 남안산IC,21.5~35.3,13.8 ,4,수,"74,217 ","74,163 ","74,409 ","77,203 ","76,180 ","40,831 ","1,088 ","11,565 ","3,595 ","8,491 ","3,062 ","3,770 ",42 ,-   ,"3,074 ",44 ,618 
,15304,경기,시흥,,거모,남안산IC ~ 군자JCT,35.3~42.6,7.3 ,6,수,"65,649 ","65,988 ","65,411 ","65,935 ","65,689 ","36,693 ","1,007 ","10,557 ","2,299 ","5,176 ","3,061 ","3,243 ",120 ,-   ,"2,749 ",24 ,760 
오산화성선,서오산 - 안녕,,,,,,,2.6 ,,12,"34,458 ","36,617 ","36,945 ","37,541 ","37,442 ","30,176 ",469 ,"4,029 ","1,061 ",954 ,415 ,203 ,-   ,-   ,122 ,-   ,13 
,,,,,,,,,,24,"46,667 ","49,115 ","50,123 ","50,650 ","51,317 ","41,978 ",728 ,"4,923 ","1,391 ","1,365 ",458 ,248 ,-   ,-   ,208 ,-   ,18 
